run,scope,metric,baseline,optimized,reduction_pct
p2_h1,all_signals,events,3827,3827,0.0
p2_h1,all_signals,bit_toggles,13937,13937,0.0
p2_h1,internal,events,1404,1404,0.0
p2_h1,internal,bit_toggles,7470,7470,0.0
p2_h1,internal+outputs,events,2006,2006,0.0
p2_h1,internal+outputs,bit_toggles,9519,9519,0.0
p2_h1,clock,events,823,823,0.0
p2_h1,clock,bit_toggles,823,823,0.0
p2_h1,inputs,events,998,998,0.0
p2_h1,inputs,bit_toggles,3595,3595,0.0
