budget_gib,kv_bytes_per_token,max_len,block_size,contiguous_max_concurrent,contiguous_utilization,paged_max_concurrent,paged_utilization,paged_internal_frag_slots
29.459,22528,2048,16,685,0.185503393020073,3675,0.9804287244833992,27474
