context,hf_step_ms,paged_gather_ms,paged_step_ms_incl_gather,gather_share
128,22.37883200359647,0.4980829980922863,23.82439499706379,0.020906427976604313
256,23.506060999352485,0.5175289988983423,23.780725998221897,0.02176253992149097
512,23.18856800047797,0.567150997085264,23.56987499661045,0.024062537334916926
1024,23.002845999144483,0.7714909988862928,23.697762997471727,0.03255543567418586
1536,22.969595000176923,0.9400849994563032,24.17948899892508,0.0388794403181182
2000,22.727934003341943,1.0458159995323513,23.91381800043746,0.043732707153379693
