batch,dynamic,graph,static,static_speedup,graph_speedup
1,21.971706999977414,5.124393000073724,25.143573000036668,0.8738498303302149,4.287670168869037
2,23.619825500020397,5.64539300000888,26.960661500027072,0.8760847911686692,4.183911642640865
4,23.653889000001982,6.441824000035012,26.99483650002321,0.8762375352775944,3.6719241320274225
8,23.738742999967144,7.53995700000587,26.93385399993531,0.8813719343701856,3.1483923581989477
16,23.310543499917458,10.62588450002977,26.679402499951266,0.8737280941715257,2.193750882559673
32,23.140248499942118,15.506879500037485,26.431985499982602,0.8754638768985913,1.492256936663897
