real_batch,graph_batch,kind,itl_steady_p50_ms,useful_decode_tok_s,wasted_rows_pct,energy_j_per_useful_token
17,17,exact,10.75525299995661,1495.5328019587016,0.0,0.18949080882352942
17,24,bucket,12.709433499992429,1278.7626208147647,29.166666666666668,0.2300298713235294
17,17,exact,10.742948999961754,1496.250795384837,0.0,0.17681479779411766
17,32,bucket,15.492714499998783,1060.9522914644479,46.875,0.3068014705882353
