policy,arrival_rate_rps,n_requests,throughput_out_tok_s,throughput_req_s,goodput_req_s,slo,ttft_ms_p50,ttft_ms_p99,tpot_ms_p50,tpot_ms_p99,e2e_ms_p50,e2e_ms_p99,queue_ms_p50,queue_ms_p99,itl_p99_ms_p50,itl_p99_ms_p99,mean_batch,max_batch_seen,mean_padding_waste,wasted_decode_tokens,preemptions,kv_blocks_peak,kv_blocks_total,gather_ms_total,gather_share_of_decode,slowdown_median,slowdown_max,energy_j,energy_j_per_out_token,avg_power_w,energy_method,active_energy_j_per_out_token
continuous,2.0,64,193.46262890994524,1.6109300351595754,1.6109300351595754,TTFT<=2000ms & TPOT<=100ms,42.57215028632366,116.4098750684101,32.16768225424411,34.52132365422893,3199.4510349973743,8517.4730703321,13.487649787112588,88.80496587712368,57.31381019064429,63.70575893165949,6.0588235294117645,13,0.4027490245501148,0,0,376,744,1799.781561956479,0.047291909930151914,1.455334503593137,1.563152587057453,3730.231,0.4853279989591465,93.88293768207215,counter,0.1969141682190268
continuous,4.0,64,325.75236000396035,2.7124838720079967,2.7124838720079967,TTFT<=2000ms & TPOT<=100ms,42.92562544598644,77.4449015820585,35.78606683265257,40.00776957308985,3626.2165316611213,9558.537127037458,17.35144613207143,52.75292629066941,58.461314030100766,65.56821596324808,10.811347517730496,22,0.47052456142813454,0,0,540,744,1755.3428150131367,0.07977116944390311,1.6098015898985096,1.826918281892351,3159.392,0.4110580275826177,133.87283545794855,counter,0.23974985640531113
continuous,8.0,64,419.47583493910383,3.492903127257695,2.94713701362368,TTFT<=2000ms & TPOT<=100ms,60.19596396618798,2671.0035202022495,44.757530289410155,59.274887654602544,5506.2596567543005,11397.009244684165,35.82319246562182,2646.239842123106,85.64112897374798,120.07801716348105,15.813278008298756,32,0.48101553647705075,0,3,744,744,2025.5053639921243,0.11955543209190873,2.3136678167394544,6.122926974765146,3031.756,0.3944517304189435,165.41720609378376,counter,0.26141223440324624
