t_s,batch,n_prefill,padding_waste,wasted_decode_tokens
1.0841999937838409e-05,1,1,0.0,0
1.5396732309995969,1,1,0.0,0
3.9155675699998937,1,1,0.0,0
5.003325623999899,1,1,0.0,0
8.667492898999626,1,1,0.0,0
12.059476295999957,1,1,0.0,0
14.633929910000006,1,1,0.0,0
18.036921271999745,1,1,0.0,0
20.07631096599971,1,1,0.0,0
21.725460155999826,1,1,0.0,0
22.768784645999858,1,1,0.0,0
25.42558277499984,1,1,0.0,0
27.480331698999635,1,1,0.0,0
29.409009208999578,1,1,0.0,0
31.5506952439996,1,1,0.0,0
35.09492072100011,1,1,0.0,0
38.38106260199993,1,1,0.0,0
39.72977938899976,1,1,0.0,0
42.08453890299961,1,1,0.0,0
43.4245289509995,1,1,0.0,0
45.05504933600014,1,1,0.0,0
47.8467782040002,1,1,0.0,0
51.42426049799951,1,1,0.0,0
52.598827370999516,1,1,0.0,0
55.3318015889995,1,1,0.0,0
56.36148336299948,1,1,0.0,0
59.89797354600023,1,1,0.0,0
62.2448486039998,1,1,0.0,0
63.18737173599993,1,1,0.0,0
66.32695849199945,1,1,0.0,0
69.94342669299976,1,1,0.0,0
73.50466000299957,1,1,0.0,0
75.3475000960002,1,1,0.0,0
77.76393976499958,1,1,0.0,0
79.61460371299972,1,1,0.0,0
82.43356046500003,1,1,0.0,0
84.04770485099971,1,1,0.0,0
85.50232218300016,1,1,0.0,0
86.68927599300014,1,1,0.0,0
90.07320550600025,1,1,0.0,0
92.15843742900006,1,1,0.0,0
94.24360493799986,1,1,0.0,0
96.48820607700009,1,1,0.0,0
98.95187795899938,1,1,0.0,0
100.80996184999958,1,1,0.0,0
102.80712725399962,1,1,0.0,0
106.53168666800002,1,1,0.0,0
108.86598564499991,1,1,0.0,0
110.7361456449994,1,1,0.0,0
112.70689991799964,1,1,0.0,0
115.33448111999996,1,1,0.0,0
118.41968341399979,1,1,0.0,0
122.16780915499976,1,1,0.0,0
125.89316930499945,1,1,0.0,0
129.12986386399962,1,1,0.0,0
131.0949445020001,1,1,0.0,0
133.63872989899983,1,1,0.0,0
137.14649321600018,1,1,0.0,0
140.50446012800012,1,1,0.0,0
142.48661250399937,1,1,0.0,0
145.36180281799943,1,1,0.0,0
147.31445509099967,1,1,0.0,0
150.32143959699943,1,1,0.0,0
151.72877290399947,1,1,0.0,0
