t_s,batch,n_prefill,padding_waste,wasted_decode_tokens
0.5001544559995637,2,2,0.15546218487394958,4
1.7497045379996052,2,2,0.1318407960199005,54
4.927641382999809,5,5,0.3190283400809717,174
8.764732375999756,4,4,0.2954545454545454,55
12.197366913999758,2,2,0.19248826291079812,27
15.024676131999968,2,2,0.11344537815126055,21
19.067970134999996,5,5,0.25760000000000005,171
23.070035555999766,3,3,0.10612855007473843,56
26.234128878999854,3,3,0.30000000000000004,126
30.246932980999645,6,6,0.2393333333333333,225
34.30634144199985,4,4,0.20080321285140568,170
37.819767147999755,1,1,0.0,0
39.198448728999665,1,1,0.0,0
42.47196151499975,4,4,0.23903508771929827,71
45.83331848399985,7,7,0.2868949232585596,327
50.036111056999744,4,4,0.3081140350877193,115
53.798718196999744,3,3,0.0847457627118644,92
57.504950166999606,6,6,0.43811533052039386,195
