t_s,batch,n_prefill,padding_waste,wasted_decode_tokens
0.500125288000163,2,2,0.1791666666666667,29
6.183986631000153,3,3,0.32248062015503876,98
10.359867823000059,5,5,0.4554216867469879,216
14.356518076000157,6,6,0.217741935483871,188
18.46690528099998,3,3,0.24444444444444446,69
21.148926028999995,3,3,0.235973597359736,94
25.128849073999845,1,1,0.0,0
26.288021500000013,1,1,0.0,0
29.01588788800018,4,4,0.3813725490196078,215
37.499351455000124,2,2,0.1644444444444444,16
41.63616998599991,2,2,0.14141414141414144,58
45.63833941899975,4,4,0.3817567567567568,85
48.91526813900009,3,3,0.3407407407407408,141
52.786636482000176,3,3,0.34426229508196726,12
55.331548641000154,4,4,0.17873831775700932,165
59.56176881500005,3,3,0.22807017543859653,28
62.20002094099982,6,6,0.3326745718050066,136
66.55536206899978,6,6,0.38835725677830946,160
70.57649630600008,3,3,0.2233502538071066,59
