batch,tpot_eager_ms,tpot_triton_ms,tpot_no_rmsnorm_ms,rmsnorm_share_upper_bound,triton_saving,fraction_of_possible_saving_captured,ttft_eager_ms,ttft_triton_ms
1,27.130791740156262,24.52600591337743,18.655824157483618,0.31237450288370505,0.09600847080785675,0.30735053572410187,29.316993000975344,26.708893001341494
8,29.515476992118217,26.781730771655543,20.731298598433582,0.29761261849267595,0.09262077049246709,0.31121251162523006,78.94905300054234,66.99950099937269
