policy,arrival_rate_rps,n_requests,throughput_out_tok_s,throughput_req_s,goodput_req_s,ttft_ms_p50,ttft_ms_p99,tpot_ms_p50,tpot_ms_p99,e2e_ms_p50,e2e_ms_p99,queue_ms_p50,queue_ms_p99,itl_p99_ms_p50,itl_p99_ms_p99,mean_batch,max_batch_seen,mean_padding_waste,wasted_decode_tokens,preemptions,kv_blocks_peak,kv_blocks_total,gather_ms_total,gather_share_of_decode,slowdown_median,slowdown_max,energy_j,energy_j_per_out_token,avg_power_w,active_energy_j_per_out_token,rep,seed,slo
continuous,2.0,64.0,312.20489797536214,1.6257665858740395,1.6257665858740395,44.66386119695594,112.51488868111359,40.2117194293846,43.519764217063276,7851.157823143244,10325.644116113152,17.83279843725393,65.33066302405003,69.38336546656272,85.4373858651145,11.847854476283834,22.0,0.2898620213032877,0.0,0.0,1466.3333333333333,137078.0,6673.306507665529,0.17792819898743892,1.8003453522897441,1.9498841256977106,7496.521333333333,0.6103467459660129,190.23391272154632,0.4200509654944847,1.0,1.0,TTFT<=2000ms & TPOT<=100ms
continuous_chunked,2.0,64.0,299.9122709053931,1.5618246352696585,1.5618246352696585,370.46203178079804,1023.9911350784677,53.45898635823713,62.18841065029562,10620.568257918998,14622.409966777856,27.440946702921337,199.20640109126634,102.38473426663934,108.15647430129822,14.694074485251802,27.333333333333332,0.3004428915099136,0.0,0.0,1859.0,137078.0,6876.657019996249,0.21236277434257375,2.4633357804451403,2.895525788927601,7718.270666666666,0.6283607507458112,188.1648840328941,0.43044132660178813,1.0,1.0,TTFT<=2000ms & TPOT<=100ms
continuous,4.0,64.0,415.7015615743628,2.1657434985317203,1.581928758386553,87.28152240105628,4944.76369301088,55.605432662717,63.46766267783633,11855.013965476333,15085.511656987395,60.541201600887426,4918.11637856097,97.37796544179969,138.71423909049767,19.90523990573277,32.0,0.30339728910118297,0.0,0.0,2210.6666666666665,137078.0,6839.05261699753,0.24631710529525355,2.678254035000395,3.487634083474466,6723.603,0.5472562908078538,227.38186009020774,0.40498033269174444,1.0,1.0,TTFT<=2000ms & TPOT<=100ms
continuous_chunked,4.0,64.0,341.39226559492664,1.7784211213505705,0.8519874363299483,2407.943952508945,11033.740221469125,72.77951752605573,81.27939684698696,17969.20665323849,21793.22718757673,539.5883913816584,10544.757153802491,122.04660318852795,152.87433907611458,20.9799225980013,32.0,0.3048551540681301,0.0,0.0,2233.6666666666665,137078.0,7130.395706999177,0.2617392382212787,3.9050098939873172,5.567852924996635,7343.923,0.5977608898769176,204.01089384743727,0.42456568159508734,1.0,1.0,TTFT<=2000ms & TPOT<=100ms
continuous,8.0,64.0,439.7774775814755,2.2910886204847505,1.1455443102423752,1656.0721643787374,10664.730532771233,59.48546850127,65.0993508782223,15191.995705365049,20109.230206463137,1628.6638508787191,10638.77127758758,115.51918022653946,139.48081509170004,22.802756454517148,32.0,0.30944951813006855,0.0,0.0,2256.0,137078.0,6999.138639333978,0.2672707941275368,3.1605357352720156,5.399789432086659,6588.036,0.5362233113946459,235.74254215729025,0.40177258900249546,1.0,1.0,TTFT<=2000ms & TPOT<=100ms
continuous_chunked,8.0,64.0,348.62832603510395,1.816132566986129,0.3782656796799306,5896.482479881909,18068.25344787448,74.1632727412075,81.2479414845033,22087.956694266843,27445.416815292294,3233.001697509566,17690.168823994398,118.59607521810482,142.3195086483753,21.95664578835505,32.0,0.3078774293897952,0.0,0.0,2236.6666666666665,137078.0,6994.469630671119,0.2645474460072083,4.764510292942776,7.735599766411778,7286.256333333334,0.5930650889315908,206.69517902852104,0.42347315936291313,1.0,1.0,TTFT<=2000ms & TPOT<=100ms
