t_s,batch,n_prefill,prefilling,prefill_tokens,prefill_ms,decode_ms,gather_ms,iteration_ms,padding_waste,context_max,waiting,preempted,kv_blocks_used,kv_slot_utilization,wasted_decode_tokens
0.0282,0,1,1,256,28.13071599939576,0.0,0.0,28.186702000311925,0.0,0,0,0,90,0.17777777777777778,0
0.05841,0,0,1,256,30.178353999872343,0.0,0.0,30.208750999918266,0.0,0,0,0,90,0.35555555555555557,0
0.08962,0,0,1,256,31.165974000032293,0.0,0.0,31.193193000035535,0.0,0,0,0,90,0.5333333333333333,0
0.12063,0,0,1,256,30.977534000157902,0.0,0.0,31.007065000267175,0.0,0,0,0,90,0.7111111111111111,0
0.15249,0,0,1,256,31.825025999751233,0.0,0.0,31.857522999416688,0.0,0,0,0,90,0.8888888888888888,0
0.23804,1,1,1,256,57.44000199956645,28.045920000295155,2.116917000421381,85.54147400082002,0.0,1424,2,0,144,0.6671006944444444,0
0.29376,1,2,3,256,29.78237099978287,25.87176900033228,1.0426210001241998,55.710439999529626,0.0,1425,1,0,257,0.436284046692607,0
0.34804,1,1,4,256,28.985173999899416,25.23304999976972,1.024418999804766,54.270077999717614,0.0,1426,0,0,315,0.40694444444444444,0
0.43901,2,0,3,256,56.902688999798556,34.02194199952646,3.137380999760353,90.95860799970978,0.20147161878065878,1427,0,0,315,0.4581349206349206,0
0.50112,2,1,4,256,30.65975899971818,31.386718000248948,1.4245530001062434,62.09898599990993,0.2013305322128851,1428,0,0,371,0.43244609164420483,0
0.56269,2,1,5,256,30.347396000252047,31.17509100047755,1.4202030006345012,61.57372999950894,0.20118964310706788,1429,0,0,407,0.4338144963144963,0
0.62621,2,0,5,256,30.689242999869748,32.78185700037284,1.475023999773839,63.506444999802625,0.20104895104895104,1430,0,0,407,0.47343366093366096,0
0.68984,2,1,6,256,32.10720900005981,31.4601109994328,1.4620399997511413,63.621876999604865,0.2009084556254368,1431,0,0,475,0.4396052631578947,0
0.77984,3,0,5,256,57.44890999994823,32.50955400017119,2.4092150006254087,89.99254100035614,0.18854748603351956,1432,0,0,475,0.47368421052631576,0
0.84349,3,0,5,256,31.200158000501688,32.41204799996922,2.0165350006209337,63.64924500030611,0.18841591067690155,1433,0,0,475,0.5077631578947368,0
0.93288,4,0,4,256,56.801564999659604,32.53922200019588,2.6614859998517204,89.37259200047265,0.2867852161785216,1434,0,0,475,0.5419736842105263,0
0.99551,4,0,4,256,29.49962700040487,33.08485300021857,2.3647629996048636,62.623836000057054,0.28658536585365857,1435,0,0,476,0.5749737394957983,0
