rid,prompt_tokens,output_tokens,arrival_s,queue_ms,ttft_ms,e2e_ms,tpot_ms,itl_p50_ms,itl_p99_ms,itl_max_ms,preemptions
0,993,155,0.0,0.047591000111424364,30.64658799985409,6182.059056000071,39.94423680519621,36.55430349999733,70.29952264012536,71.78135499998461,0
1,1366,216,0.0771,7.531201968546064,34.030137968826146,9438.155500968647,43.74011796744103,41.68314500020642,79.14483267996728,134.75671100013642,0
2,539,255,1.421,24.77245381662474,50.242522816845714,12677.54886181676,49.71380448425163,48.11105800035875,89.2156238401003,134.75671100013642,0
3,1414,230,1.5126,23.538342591550077,48.51642759147978,11174.257088591716,48.58402035371282,47.90596999964691,89.43618147995949,134.75671100013642,0
4,580,170,1.5414,53.84709281498945,78.92789181506888,7973.848994814957,46.71550948520644,43.107149000206846,96.49059127999826,134.75671100013642,0
5,1086,186,1.9914,12.12301840090757,37.47456440081831,9054.509023400935,48.740726805406034,47.519302000182506,97.1784772399586,134.75671100013642,0
6,1015,175,2.116,12.505645937258336,38.265684937291766,8488.978139937322,48.567312959770284,47.28696400025001,101.87515427996958,134.75671100013642,0
7,695,142,2.2539,0.7599807316962526,25.793545731526812,6662.861966731622,47.071407241135425,43.16067700028725,78.87712679994365,134.75671100013642,0
8,954,193,2.2613,54.51088624085365,80.82632324084749,9577.056913240716,49.45953432291598,47.99830650017611,94.18968275995226,134.75671100013642,0
9,723,183,2.4523,32.672056760352675,58.19776776058028,9031.221106760646,49.30232603846189,47.94957449985304,98.45938915996148,134.75671100013642,0
10,855,140,2.7127,7.031099173496536,33.322726173815376,6750.59421317365,48.32569415107795,44.15684100013095,112.6170999800163,134.75671100013642,0
11,1374,226,2.7703,12.693326336475685,38.054782336176096,11591.55092133652,51.34887172889042,48.32390100000339,89.83464972001455,134.75671100013642,0
12,1389,254,3.1896,17.686148207472385,42.92814920716914,13766.618336207272,54.2438347312257,48.879510999995546,124.07927940002988,134.75671100013642,0
13,1438,246,3.2418,28.46026478388186,53.26737278388638,13215.861587783784,53.72487434693836,48.81733399997756,111.67556552007234,134.75671100013642,0
14,1355,251,3.4384,9.601747024626128,34.81824402482747,13658.792008024684,54.495895055999426,48.89649150027253,124.21017030003436,134.75671100013642,0
15,876,149,3.4706,42.16918556167304,68.174134561926,7435.989602561588,49.78253694594366,47.99830650017611,112.97639091999378,134.75671100013642,0
16,948,205,3.7013,37.85707013009976,64.45648913002167,10717.958700129726,52.22305005392012,48.45462999992378,90.28290983995248,134.75671100013642,0
17,1450,159,3.8169,30.39906942891779,55.68393042919073,8069.926154428835,50.723052050630656,48.24208150012055,108.70668451998455,134.75671100013642,0
18,1321,146,3.9891,8.216012450544596,33.48195245037111,7310.3849884503925,50.18553817931049,48.14340099983383,114.25730283999665,134.75671100013642,0
19,769,134,4.6513,17.800712843631494,42.69288884395284,6881.58887484385,51.4202705714278,48.43081800026994,119.38095052000818,134.75671100013642,0
20,602,211,4.9299,13.712049183924435,38.578270183608154,11707.217625183932,55.564949309525346,49.15032100007011,125.95538230009423,134.75671100013642,0
21,1087,204,5.1546,24.990880520191716,50.95873051987976,11303.024854519947,55.4288971625619,49.15111499985869,125.68112366010575,134.75671100013642,0
22,1003,158,5.8646,28.869358043094095,54.913085042981535,8638.129147043228,54.67016600000157,48.89499400042041,109.13365515998511,134.75671100013642,0
23,766,202,6.3723,25.452586605716476,50.1275676060331,11650.89027960581,57.71523737313322,51.22412399987297,121.98502499995811,133.04401100003815,0
24,1166,236,6.6638,4.807790440892745,35.346511440977224,13690.046228440835,58.1051051787228,55.75630699968315,112.13062241998149,133.04401100003815,0
25,1071,149,6.746,1.973367277344984,27.63042427733442,8181.4479842772125,55.09336189189107,49.23096899983648,89.34369816008257,133.04401100003815,0
26,940,156,7.1046,4.14403626091886,29.65532526086978,8764.65432926107,56.354832283872256,49.51464599980682,106.90745668001938,133.04401100003815,0
27,620,242,7.1441,43.063796353965955,67.81395235372045,14100.936747353775,58.22872529045666,56.12020700027642,110.39161019998556,133.04401100003815,0
28,708,162,9.2498,6.082701825025794,30.759202825183962,9651.062184825068,59.75343467080674,56.26654599973335,123.73023700001798,133.04401100003815,0
29,865,227,9.3088,22.512967108774262,48.71743510860682,13522.817881108345,59.619913477874945,56.81539449983575,102.58623449999504,126.3480550001077,0
30,1246,163,9.9283,25.592522891360048,62.45059389145702,9800.939259891651,60.11412756790243,56.69118500009063,104.30506742999984,126.3480550001077,0
31,524,210,10.4039,40.15389516417045,66.73075016397334,12592.717772164182,59.9329522583742,56.8927449999137,92.61835896004408,126.3480550001077,0
32,1088,147,10.4839,37.80732131500564,64.4587603150395,8845.924015315097,60.147022294520944,56.69118500009063,108.94243334998951,126.3480550001077,0
33,570,211,10.9342,25.711009680360775,56.014747680290355,12547.873877680484,59.4850434761914,56.85445100016295,92.57046783004624,126.3480550001077,0
34,560,140,10.9461,13.764111394950262,44.06096639491075,8469.219949394985,60.61265455395737,56.822491999810154,110.97128093998448,126.3480550001077,0
35,1471,217,11.285,15.5819222424185,41.590913242671945,12732.45097224266,58.75398175462957,56.777804499915874,92.28312105005895,126.3480550001077,0
36,1179,194,11.5842,45.87424466839529,72.77982566833252,11664.038240668417,60.05833375647712,56.93491100009851,95.32017096002119,126.3480550001077,0
37,1065,133,11.599,112.33100077770608,139.17550577780526,8214.340620777695,61.17549329545371,57.0724040001096,113.00012852997945,126.3480550001077,0
38,839,195,11.8749,12.974032859741413,38.97530785974013,11607.121611859779,59.62962012371154,56.901727999957075,95.03033559002213,126.3480550001077,0
39,1039,208,12.8139,16.12446825724234,42.32110425713742,12034.374067257015,57.93262300966125,56.80829699986134,92.71414122003988,126.3480550001077,0
40,1050,163,13.0143,36.09395059497267,62.16863559488495,10035.535488595127,61.56399291975459,57.100148499785064,104.30506742999984,126.3480550001077,0
41,1330,234,13.1557,22.443911164852892,48.2805701649589,12945.182270164903,55.35150944205984,56.52143499992235,91.46897184009507,126.3480550001077,0
42,1330,192,13.3072,4.369882028944616,29.40473302881763,11217.597147029059,58.57692363350912,56.88000300006024,95.89984170002009,126.3480550001077,0
43,544,141,13.5988,12.47024902403382,37.519480024172935,8729.383769024196,62.08474492142874,57.34656499976154,110.68144556998462,126.3480550001077,0
44,917,187,13.7311,18.28765863069215,46.74441263090934,10876.12457063073,58.222473967740974,56.894436999982645,97.34901855001698,126.3480550001077,0
45,1076,188,13.7982,39.45943525742912,66.08443725782998,10891.432181257658,57.88956012834132,56.88000300006024,97.0591831800171,126.3480550001077,0
46,1464,198,14.0549,44.882121030376254,70.57328603027457,11190.556558030174,56.44661559390812,56.69055000043954,94.16082948002418,126.3480550001077,0
47,1476,146,14.4154,4.9323405445367285,30.025536544480147,8832.826169544542,60.70896988275904,57.06442100017739,109.23226871998857,126.3480550001077,0
48,992,139,14.618,55.25086999939788,81.26421499908076,8483.09403499941,60.88282478261109,57.08207600014248,111.26111630998354,126.3480550001077,0
49,727,210,15.1783,32.52900111076684,57.89984311079621,11228.117283110556,53.446016459328995,56.252475999826856,92.54625248000586,126.3480550001077,0
50,695,146,15.2155,79.54989031969362,105.04488731958972,8669.595076319463,59.06586337241293,56.96351200003846,109.23226871998857,126.3480550001077,0
