t_s,batch,n_prefill,prefilling,prefill_tokens,prefill_ms,decode_ms,gather_ms,iteration_ms,padding_waste,context_max,waiting,preempted,kv_blocks_used,kv_slot_utilization,wasted_decode_tokens
0.02899,0,1,1,256,28.929920999871683,0.0,0.0,28.980781999962346,0.0,0,0,0,39,0.41025641025641024,0
0.0587,0,1,2,256,29.647912000655197,0.0,0.0,29.698926000492065,0.0,0,0,0,88,0.36363636363636365,0
0.14144,1,0,1,256,56.43222300022899,26.27170699997805,1.8941009993795888,82.73550499961857,0.0,609,0,0,88,0.5461647727272727,0
0.19683,1,1,2,256,29.897123999944597,25.422858999263553,0.771509000514925,55.3775249991304,0.0,610,0,0,183,0.35040983606557374,0
0.25521,1,1,3,256,32.99391000018659,25.327152000500064,0.8330680002472945,58.375149000312376,0.0,611,0,0,251,0.31947211155378485,0
0.34561,2,0,2,256,57.00549500033958,33.33652399942366,2.214658000411873,90.39491799921962,0.10413971539456668,773,0,0,251,0.38371513944223107,0
0.40693,2,1,3,256,30.262292999395868,30.989795999630587,1.0955320003631641,61.305752000407665,0.10400516795865633,774,0,0,327,0.34384556574923547,0
0.46649,2,0,3,256,29.57674200024485,29.946248000669584,1.0393439997642417,59.557602000495535,0.1038709677419355,775,0,0,327,0.39315749235474007,0
0.52722,2,0,3,256,30.401845999222132,30.281760000434588,1.0769670006993692,60.715071000231546,0.10373711340206182,776,0,0,327,0.44246941896024466,0
0.58689,2,1,4,256,29.732604999480827,29.86501000032149,1.027016999614716,59.66685899966251,0.10360360360360366,777,0,0,370,0.43462837837837837,0
0.65151,2,1,5,256,34.21964599965577,30.337389999658626,1.101935000406229,64.61207699976512,0.10347043701799485,778,1,0,457,0.387171772428884,0
0.74133,3,2,6,256,57.045761000154016,32.704078999813646,2.7691969999068533,89.8141450006733,0.35807377954495245,1509,0,0,579,0.3335492227979275,0
0.80307,3,1,7,256,29.97211799993238,31.687910000073316,1.8263310003021616,61.718360000668326,0.35783664459161146,1510,0,0,659,0.31762139605462825,0
0.86414,3,0,7,256,30.085895999945933,30.952412999795342,1.8553159998191404,61.07372000042233,0.35759982351643504,1511,0,0,659,0.34218512898330805,0
0.92595,3,0,7,256,30.190639000466035,31.57936800016614,1.8234910003229743,61.80207000033988,0.35736331569664903,1512,0,0,659,0.36674886191198786,0
1.01602,4,1,7,256,56.23432300035347,33.771623000575346,4.006942999694729,90.06299300017417,0.34038334434897555,1513,0,0,709,0.3638046544428773,0
1.07777,4,1,8,256,29.742099999566562,31.938678000187792,2.3213490003399784,61.74314500003675,0.3401585204755614,1514,0,0,774,0.35424741602067183,0
1.1403,4,0,8,256,30.406022000533994,32.07342599944241,2.3322520000874647,62.52031299936789,0.33993399339933994,1515,0,0,775,0.37475806451612903,0
1.20282,4,1,9,256,30.348180999681063,32.09960699950898,2.345261999835202,62.506205000318005,0.3397097625329816,1516,0,0,838,0.3659755369928401,0
1.26451,4,0,9,256,30.218871999750263,31.430293999619607,2.3309329999392503,61.68204400000832,0.3394858272907053,1517,0,0,838,0.38536694510739855,0
1.35336,5,1,9,256,55.87682300028973,32.91404700030398,3.226474999792117,88.84614399994462,0.3117259552042161,1518,0,0,875,0.38771428571428573,0
1.41573,5,1,10,256,30.338649000441364,31.961957000021357,2.8954999997949926,62.35635499979253,0.311520737327189,1519,0,0,910,0.390728021978022,0
1.50417,6,0,9,256,54.898683000828896,33.49108299971704,3.596813000513066,88.43146500021248,0.3519736842105263,1520,0,0,911,0.40827387486278816,0
1.56773,6,0,9,256,30.704722999871592,32.81011899980513,3.619500000240805,63.554680999914126,0.35174227481919784,1521,0,0,911,0.42624862788144896,0
1.63022,6,0,9,256,29.581418999441667,32.85464700002194,3.3186810005645384,62.48502299968095,0.3515111695137977,1522,0,0,912,0.44373629385964913,0
1.69245,6,1,10,256,29.59758899942244,32.55133000038768,3.3600579999983893,62.2208340000725,0.3512803676953381,1523,0,0,954,0.4413653039832285,0
1.75502,6,0,10,256,30.046914000195102,32.47275500052638,3.2802089999677264,62.558483999964665,0.3510498687664042,1524,0,0,954,0.45852987421383645,0
1.81781,6,0,10,256,29.9605549998887,32.793021000543376,3.319121999993513,62.79006499971729,0.3508196721311475,1525,0,0,954,0.4756944444444444,0
1.90611,7,0,9,256,54.85778399997798,33.391311999366735,4.202641000119911,88.29302399954031,0.3137989140610372,1526,0,0,954,0.49292452830188677,0
1.96826,7,1,10,256,29.839513000297302,32.21709599984024,3.860518999317719,62.13649300025281,0.3135934137898775,1527,0,0,1006,0.4837847912524851,0
2.03103,7,0,10,256,29.477367000254162,33.24482500011072,3.892545000780956,62.760864000665606,0.31338818249813016,1528,0,0,1006,0.500124254473161,0
2.09391,7,0,10,256,29.522132000238344,33.30972100047802,3.901877999851422,62.870418999409594,0.31318321965803975,1529,0,0,1006,0.516463717693837,0
2.15766,7,0,10,256,30.05290400051308,33.6454500002219,4.253963999872212,63.74292200052878,0.3129785247432306,1530,0,0,1007,0.5322740814299901,0
2.24935,8,0,9,256,56.1382660007439,35.502403000464255,4.914224000458489,91.68731999943702,0.2875571521881124,1531,0,0,1008,0.5481150793650794,0
2.31334,8,2,11,256,29.686957000194525,34.21518899995135,4.526900999735517,63.97332300002745,0.2873694516971279,1532,2,0,1113,0.5112309074573226,0
2.40348,9,1,11,256,54.75919399941631,35.3094609999971,5.175092000172299,90.13482499995007,0.32492570848735236,1533,2,0,1194,0.4904208542713568,0
2.46834,9,1,12,256,30.052805000195804,34.73211199980142,4.8136909999811905,64.85571500070364,0.32471389251050264,1534,1,0,1259,0.4782565528196982,0
2.53382,9,1,13,256,29.98063799986994,35.40305300066393,4.833758000131638,65.47357799991005,0.32450235251538184,1535,0,0,1354,0.4569331610044313,0
2.5992,9,1,14,256,30.47582799990778,34.82953799993993,4.826576000596106,65.37433300036355,0.3242910879629629,1536,0,0,1416,0.4486228813559322,0
2.66591,9,0,14,256,30.791653000051156,35.86588500002108,4.870859999755339,66.70289999965462,0.324080098315622,1537,0,0,1417,0.45999470712773466,0
2.75742,10,0,13,256,56.07917799989082,35.37517299992032,5.7830699997794,91.5009899999859,0.3087126137841353,1538,0,0,1418,0.4713945698166432,0
2.82256,10,1,14,256,29.627428999447147,35.44501099986519,5.429044000266003,65.13192400052503,0.30851202079272255,1539,0,0,1451,0.472131288766368,0
2.88789,10,1,15,256,29.942173000563344,35.31180200025119,5.380977000640996,65.32175699976506,0.3083116883116883,1540,0,0,1517,0.46254943968358603,0
2.97736,11,0,14,256,54.419965999841224,35.001111999918066,6.093095000323956,89.45979500003887,0.3241106719367589,1541,0,0,1517,0.4735497692814766,0
3.04072,11,1,15,256,28.779897000276833,34.519354000622116,5.74668399985967,63.35314899934019,0.3239004834335574,1542,0,0,1575,0.4667063492063492,0
3.10347,11,0,15,256,28.853049000645115,33.85230700041575,5.704294000679511,62.7441770002406,0.323690567371708,1543,0,0,1576,0.476998730964467,0
3.16792,11,1,16,256,29.676142999960575,34.70390599977691,5.768781999904604,64.44039299913129,0.32348092322185584,1544,0,0,1615,0.475812693498452,0
3.26012,12,0,15,256,55.62484799975209,36.5185439995912,6.7207299998699455,92.19456399932824,0.3250809061488673,1545,0,0,1616,0.48588335396039606,0
3.32579,12,1,16,256,29.3013640002755,36.29222200015647,6.27908899969043,65.66410000050382,0.3248706338939198,1546,0,0,1673,0.4793410041841004,0
3.39213,12,1,17,256,29.807720000462723,36.453432000598696,6.320788999801152,66.33266800054116,0.32466063348416285,1547,0,0,1731,0.47295638359329867,0
3.45795,12,1,18,256,29.64634300042235,36.09318200051348,6.233940999663901,65.8132040007331,0.3244509043927648,1548,1,0,1784,0.46829456278026904,0
3.55323,13,1,18,256,55.70814399925439,39.48235600000771,7.277142000020831,95.26998500041373,0.3262154243432488,1549,1,0,1877,0.4540490143846564,0
3.62038,13,1,19,256,29.849605999515916,37.2021789999053,6.790660000660864,67.12861399955727,0.32600496277915636,1550,0,0,1960,0.44339923469387754,0
3.68537,13,0,19,256,29.659386000275845,35.28274800009967,6.742997000401374,64.98498899964034,0.32579477260328327,1551,1,0,1960,0.4519770408163265,0
3.7761,14,0,18,256,53.8784559994383,36.798426999666844,7.505046000005677,90.72151700001996,0.34687960235640647,1552,1,0,1961,0.4603518612952575,0
3.84072,14,0,18,256,28.737009999531438,35.83810099917173,7.022366999990481,64.6158090003155,0.3466562413761384,1553,2,0,1962,0.46871814475025486,0
3.93086,15,0,17,256,52.944636999200156,37.145088000215765,7.7138779997767415,90.12996799992834,0.3664521664521665,1554,2,0,1963,0.47710774325012734,0
3.99657,15,0,17,256,28.972029999749793,36.68896700037294,7.429187999150599,65.7000249993871,0.36621650589496246,1555,2,0,1963,0.4857361181864493,0
4.08813,16,0,16,256,53.83875999996235,37.67666600015218,8.134807000715227,91.55871300026774,0.3786953727506427,1556,3,0,1963,0.49439633214467654,0
4.15446,16,0,16,256,28.93330699953367,37.338496999836934,7.792466999489989,66.31801300045481,0.37845215157353884,1557,5,0,1964,0.5028004073319755,0
4.22106,16,0,16,256,29.129167999599304,37.417513000036706,7.826213000043936,66.59298300019145,0.378209242618742,1558,5,0,1965,0.5111959287531807,0
4.31286,17,0,15,256,54.43973000001279,37.30992600048921,8.596438000495255,91.7968789999577,0.38410745953288306,1559,6,0,1966,0.5196146998982706,0
4.37915,17,0,15,256,28.903841000101238,37.33385400028055,8.184773999346362,66.28428600015468,0.38386123680241324,1560,6,0,1967,0.5280249110320284,0
4.44594,17,0,15,256,29.00434699949983,37.72904000015842,8.568353000555362,66.77750099970581,0.38361532953988775,1561,6,0,1968,0.536426575203252,0
4.53887,18,0,14,256,53.396479999719304,39.48423199926765,9.01858599991101,92.93037499992352,0.3972115521411296,1562,6,0,1971,0.5442985794013191,0
4.60596,18,0,14,256,29.34932999960438,37.67356800017296,8.522561000063433,67.07959100003791,0.39695741807066187,1563,6,0,1972,0.5527066430020284,0
4.67242,18,0,14,256,28.92400800010364,37.49212499951682,8.492789000229095,66.45613499949832,0.3967036089798238,1564,6,0,1974,0.5608219351570415,0
4.73914,18,0,14,256,28.90526199917076,37.7656440005012,8.536112999536272,66.71016900054383,0.3964501242456514,1565,7,0,1975,0.5692088607594936,0
4.8331,19,0,13,256,54.96553200009657,38.94073399987974,9.443283000109659,93.95221100021445,0.39184647442360687,1566,7,0,1977,0.5773267577137077,0
4.89943,19,0,13,256,28.45435100061877,37.82745500029705,9.094240000194986,66.32168699979957,0.39159641285728686,1567,8,0,1977,0.5860204855842185,0
4.96717,19,0,13,256,28.779622999536514,38.917476999813516,9.400699000252644,67.74057500024355,0.39134667024704617,1568,8,0,1979,0.5941131884790298,0
5.03483,19,0,13,256,29.147476000616734,38.457356999970216,9.058456000275328,67.64906600074028,0.3910972459830264,1569,10,0,1980,0.6024936868686869,0
5.10443,19,0,13,256,29.49819299919909,40.03277799984062,9.17461400058528,69.59146799999871,0.39084813945692254,1570,11,0,1981,0.6108657243816255,0
5.20161,20,0,12,256,56.20249099956709,40.914862000136054,10.182115000134218,97.17816300053528,0.38023551877784856,1571,11,0,1981,0.6195734477536597,0
5.27232,20,0,12,256,30.18532999976742,40.46823200042127,9.832335999817587,70.70738700076618,0.37999363867684477,1572,11,0,1981,0.6282811711256941,0
5.3441,20,0,12,256,30.367930000466004,41.326139000375406,9.908076000101573,71.76187300046877,0.37975206611570245,1573,12,0,1982,0.636667507568113,0
5.4158,20,0,12,256,30.02549899974838,41.60990399941511,10.254525999698672,71.69489399984741,0.37951080050825925,1574,14,0,1983,0.6450453857791225,0
5.51361,21,0,11,256,56.63452800035884,41.106016999947315,10.748173999672872,97.79760699984763,0.37829176114890406,1575,14,0,1984,0.6534463205645161,0
5.58646,21,0,11,256,30.735984999409993,42.04998200020782,10.56483400043362,72.8451769991807,0.37805172830553546,1576,16,0,1985,0.6618387909319899,0
5.65624,21,0,11,256,29.297058999873116,40.42487300011999,10.504099000172573,69.78854099997989,0.3778119998792161,1577,18,0,1986,0.6702228096676737,0
5.72567,21,0,11,256,29.03168899956654,40.32645099960064,10.215363999122928,69.4048590003149,0.37757257529120647,1578,18,0,1989,0.6779160382101559,0
5.7969,21,0,11,256,29.777380999803427,41.38870000042516,10.824463000062678,71.22532199991838,0.3773334539642329,1579,19,0,1991,0.6859304369663486,0
5.86961,21,0,11,256,30.794203999903402,41.84341099971789,10.400534999462252,72.70375099960802,0.37709463532248344,1580,20,0,1993,0.6939287506271952,0
5.96926,22,0,10,256,57.38459399981366,42.184690000794944,11.472151999441849,99.64404900074442,0.3617100799263987,1581,21,0,1994,0.7022943831494484,0
6.04277,22,0,10,256,29.613457000778,43.82044300018606,11.179304000506818,73.4981860005064,0.36148143891506723,1582,21,0,1996,0.7102955911823647,0
6.11621,22,0,10,256,30.302477000077488,43.0738150007528,11.566242999833776,73.4330739996949,0.36125308677424917,1583,21,0,1996,0.719000501002004,0
6.18795,22,0,10,256,29.91351000036957,41.75584400036314,10.981735999848752,71.73008200061304,0.36102502295684114,1584,21,0,1999,0.7266133066533267,0
6.28915,23,0,9,256,57.06740400000854,44.06117999951675,12.161048000052688,101.20103100052802,0.36219997256892056,1585,21,0,2000,0.73496875,0
6.36319,23,0,9,256,30.39949100002559,43.56063500017626,11.847177000163356,74.02305000050546,0.3619715993201381,1586,23,0,2001,0.7433158420789605,0
6.4626,24,0,8,256,54.15027800063399,45.196642000519205,12.472310999328329,99.40293199997541,0.3747111951270742,1587,23,0,2001,0.7520614692653673,0
6.53698,24,0,8,256,29.648572000041895,44.66887600028713,11.867029999848455,74.37883100010367,0.37447523089840473,1588,24,0,2001,0.7608070964517741,0
6.61205,24,0,8,256,31.377058999169094,43.62035699978151,11.942606000047817,75.0571199996557,0.3742395636668765,1589,25,0,2004,0.7684006986027944,0
6.68681,24,0,8,256,29.78305100077705,44.90530899965961,11.873919000208843,74.7499749995768,0.3740041928721174,1590,25,0,2005,0.7767456359102244,0
6.78901,25,0,7,256,55.75035000038042,46.37810700023692,12.777320999703079,102.19071400024404,0.37254556882463863,1591,25,0,2006,0.7851134097706879,0
