t_s,batch,n_prefill,prefilling,prefill_tokens,prefill_ms,decode_ms,gather_ms,iteration_ms,padding_waste,context_max,waiting,preempted,kv_blocks_used,kv_slot_utilization,wasted_decode_tokens
0.05913,1,1,0,993,33.35528299976431,25.707903999773407,0.9423480000805284,59.11971299974539,0.0,993,0,0,63,0.9861111111111112,0
0.0846,1,0,0,0,0.0,25.432950999856985,0.9526059998279379,25.46117800011416,0.0,994,0,0,63,0.9871031746031746,0
0.14391,2,1,0,1366,28.089499000088836,31.14082399997642,1.4302780000434723,59.2973989996608,0.13579795021961938,1366,0,0,149,0.9911912751677853,0
0.17395,2,0,0,0,0.0,30.005747000359406,1.4803859999119595,30.034280000108993,0.13569861009509876,1367,0,0,149,0.9920302013422819,0
0.20497,2,0,0,0,0.0,30.982221999693138,1.4666730003227713,31.00880700003472,0.13559941520467833,1368,0,0,149,0.9928691275167785,0
0.23618,2,0,0,0,0.0,31.175860000075772,1.4625189996877452,31.2046270000792,0.135500365230095,1369,0,0,149,0.9937080536912751,0
0.26803,2,0,0,0,0.0,31.81705699989834,1.4631250001002627,31.84748000012405,0.13540145985401464,1370,0,0,149,0.9945469798657718,0
0.29958,2,0,0,0,0.0,31.50798400019994,1.5142219999688677,31.537300999843865,0.1353026987600292,1371,0,0,149,0.9953859060402684,0
0.3315,2,0,0,0,0.0,31.87904600008551,1.4723470003445982,31.90725000013117,0.13520408163265307,1372,0,0,149,0.9962248322147651,0
0.3627,2,0,0,0,0.0,31.170215000202006,1.4732829999957175,31.197692999739957,0.13510560815731976,1373,0,0,149,0.9970637583892618,0
0.39389,2,0,0,0,0.0,31.149128000379278,1.4578789996448904,31.179080000129034,0.13500727802037849,1374,0,0,149,0.9979026845637584,0
0.42443,2,0,0,0,0.0,30.505280999932438,1.4633499999945343,30.532982999829983,0.13490909090909087,1375,0,0,149,0.9987416107382551,0
0.45564,2,0,0,0,0.0,31.160633999661513,1.4884800002619158,31.208298999899853,0.1348110465116279,1376,0,0,150,0.9929166666666667,0
0.48683,2,0,0,0,0.0,31.144557000061468,1.4741659997525858,31.17592800026614,0.13471314451706606,1377,0,0,150,0.99375,0
0.51771,2,0,0,0,0.0,30.843496000215964,1.486488999944413,30.869870000060473,0.13461538461538458,1378,0,0,150,0.9945833333333334,0
0.54857,2,0,0,0,0.0,30.821628000012424,1.4727230000062264,30.85221899982571,0.13451776649746194,1379,0,0,151,0.9888245033112583,0
0.57954,2,0,0,0,0.0,30.933923000247887,1.4672170000267215,30.963225000050443,0.13442028985507248,1380,0,0,151,0.9896523178807947,0
0.61068,2,0,0,0,0.0,31.104322999908618,1.4794019998589647,31.130104000112624,0.13432295438088337,1381,0,0,151,0.9904801324503312,0
0.64184,2,0,0,0,0.0,31.133793000208243,1.4807529996687663,31.16305100002137,0.13422575976845152,1382,0,0,151,0.9913079470198676,0
0.67229,2,0,0,0,0.0,30.40700800011109,1.4794880003137223,30.43537000030483,0.1341287057122198,1383,0,0,151,0.992135761589404,0
0.70316,2,0,0,0,0.0,30.832231000204047,1.4683200001854857,30.859366000186128,0.13403179190751446,1384,0,0,151,0.9929635761589404,0
0.73435,2,0,0,0,0.0,31.164113000158977,1.5257519999067881,31.19156299999304,0.13393501805054153,1385,0,0,151,0.9937913907284768,0
0.76519,2,0,0,0,0.0,30.80099099997824,1.4704380000694073,30.8294679998653,0.13383838383838387,1386,0,0,151,0.9946192052980133,0
0.79558,2,0,0,0,0.0,30.354799999713578,1.4651779997620906,30.38392999997086,0.13374188896899786,1387,0,0,151,0.9954470198675497,0
0.82701,2,0,0,0,0.0,31.387626999730855,1.4647610000793065,31.41549700012547,0.13364553314121042,1388,0,0,151,0.9962748344370861,0
0.85765,2,0,0,0,0.0,30.60974400023042,1.4780300002712465,30.638299000202096,0.13354931605471565,1389,0,0,151,0.9971026490066225,0
0.88862,2,0,0,0,0.0,30.93109400015237,1.4848430000711232,30.960021000282723,0.13345323741007198,1390,0,0,151,0.9979304635761589,0
0.9191,2,0,0,0,0.0,30.446337000284984,1.48293999973248,30.473766999875807,0.1333572969086988,1391,0,0,151,0.9987582781456954,0
0.95002,2,0,0,0,0.0,30.88443799970264,1.471958000365703,30.916557000182365,0.1332614942528736,1392,0,0,152,0.9930098684210527,0
0.98093,2,0,0,0,0.0,30.867826999838144,1.4830810000603378,30.896693000158848,0.1331658291457286,1393,0,0,152,0.9938322368421053,0
1.01211,2,0,0,0,0.0,31.14612199988187,1.4854850001029263,31.17429199983235,0.1330703012912482,1394,0,0,152,0.9946546052631579,0
1.04293,2,0,0,0,0.0,30.78483499984941,1.4864969998598099,30.818129000181216,0.13297491039426523,1395,0,0,153,0.9889705882352942,0
1.07385,2,0,0,0,0.0,30.868994999764254,1.4889060003042687,30.89711799975703,0.1328796561604585,1396,0,0,153,0.9897875816993464,0
1.10466,2,0,0,0,0.0,30.77344900020762,1.4646750000792963,30.804691999946954,0.13278453829634929,1397,0,0,153,0.9906045751633987,0
1.13593,2,0,0,0,0.0,31.230234999839013,1.6062830000009853,31.25897400013855,0.13268955650929903,1398,0,0,153,0.991421568627451,0
1.16624,2,0,0,0,0.0,30.26804999990418,1.4923870003258344,30.305560000215337,0.13259471050750538,1399,0,0,153,0.9922385620915033,0
1.19709,2,0,0,0,0.0,30.817003999800363,1.4810060001764214,30.84606199990958,0.13249999999999995,1400,0,0,153,0.9930555555555556,0
1.22819,2,0,0,0,0.0,31.064667999999074,1.4841950001027726,31.09418200028813,0.1324054246966453,1401,0,0,153,0.9938725490196079,0
1.25947,2,0,0,0,0.0,31.222122000144736,1.5103880000424397,31.271737999759353,0.13231098430813126,1402,0,0,153,0.9946895424836601,0
1.29113,2,0,0,0,0.0,31.61669900009656,1.517285999852902,31.645510000089416,0.13221667854597297,1403,0,0,153,0.9955065359477124,0
1.32234,2,0,0,0,0.0,31.174047000149585,1.4956929999243584,31.20092199969804,0.13212250712250717,1404,0,0,153,0.9963235294117647,0
1.3532,2,0,0,0,0.0,30.82879400017191,1.5073949998622993,30.85792699994272,0.13202846975088967,1405,0,0,153,0.997140522875817,0
1.38397,2,0,0,0,0.0,30.731419999938225,1.5022490001683764,30.759542999931,0.13193456614509247,1406,0,0,153,0.9979575163398693,0
1.4147,2,0,0,0,0.0,30.69493400016654,1.5042589998301992,30.723642999873846,0.1318407960199005,1407,0,0,153,0.9987745098039216,0
1.44571,2,0,0,0,0.0,30.964568999934272,1.5419679998558422,30.996716000117885,0.13174715909090906,1408,0,0,154,0.9931006493506493,0
1.50432,3,1,0,539,26.686318999963987,31.866382000316662,2.1870659998057818,58.60746400003336,0.2935888336881949,1409,0,0,188,0.9936835106382979,0
1.53607,3,0,0,0,0.0,31.716120000055525,1.8642159998307761,31.745635999868682,0.29338061465721044,1410,0,0,188,0.9946808510638298,0
1.59523,4,1,0,1414,26.600530999985494,32.48166299999866,2.797947000090062,59.14512100025604,0.22100424328147106,1414,0,0,278,0.9914568345323741,0
1.65373,5,1,0,580,26.328402999752143,32.11108100003912,3.071070000260079,58.49192800042147,0.29469964664310955,1415,0,0,315,0.9910714285714286,0
1.68589,5,0,0,0,0.0,32.11786900010338,2.774010999928578,32.14673000002222,0.2944915254237288,1416,0,0,315,0.9920634920634921,0
1.71807,5,0,0,0,0.0,32.143631000053574,2.740498999628471,32.17561500014199,0.2942836979534227,1417,0,0,316,0.9899129746835443,0
1.75072,5,0,0,0,0.0,32.60904099988693,2.7873029998772836,32.6406809999753,0.2940761636107193,1418,0,0,316,0.9909018987341772,0
1.78351,5,0,0,0,0.0,32.751595999798155,2.804986000228382,32.78301199998168,0.2938689217758985,1419,0,0,316,0.9918908227848101,0
1.81614,5,0,0,0,0.0,32.595472000139125,2.7953520002483856,32.623034000152984,0.29366197183098597,1420,0,0,316,0.992879746835443,0
1.84759,5,0,0,0,0.0,31.416305999755423,2.773752999928547,31.442909999896074,0.2934553131597467,1421,0,0,316,0.993868670886076,0
1.87887,5,0,0,0,0.0,31.249118000232556,2.70580999995218,31.276793999950314,0.2932489451476793,1422,0,0,316,0.9948575949367089,0
1.9097,5,0,0,0,0.0,30.798656000115443,2.7467520003483514,30.82174600012877,0.2930428671820099,1423,0,0,316,0.9958465189873418,0
1.94084,5,0,0,0,0.0,31.10625599993,2.7245749997746316,31.13491000021895,0.2928370786516854,1424,0,0,317,0.9936908517350158,0
1.97223,5,0,0,0,0.0,31.36049400018237,2.7046929999414715,31.38544000012189,0.29263157894736846,1425,0,0,317,0.9946766561514195,0
2.00344,5,0,0,0,0.0,31.17725399988558,2.7181979999113537,31.216053000207467,0.2924263674614306,1426,0,0,317,0.9956624605678234,0
2.06268,6,1,0,1086,26.70080699999744,32.45478400003776,3.5792620001302566,59.21583400004238,0.2833450128474655,1427,0,0,387,0.9919250645994832,0
2.09569,6,0,0,0,0.0,32.96921299988753,3.817314000116312,33.00288199989154,0.2831465919701214,1428,0,0,387,0.9928940568475452,0
2.1285,6,0,0,0,0.0,32.76696000011725,3.319615999771486,32.80113500022708,0.28294844879869374,1429,0,0,388,0.9913015463917526,0
2.18918,7,1,0,1015,27.17050000001109,33.442914000261226,4.078963000210933,60.67560200017397,0.2838161838161838,1430,0,0,453,0.9900662251655629,0
2.2215,7,0,0,0,0.0,32.280084999911196,3.770844999962719,32.3079280001366,0.28361784965558545,1431,0,0,453,0.9910320088300221,0
2.2546,7,0,0,0,0.0,33.07139400021697,3.7562049997177382,33.1054549997134,0.28341979249800475,1432,0,0,453,0.9919977924944813,0
2.31579,8,1,0,695,26.3346079996154,34.777659000155836,4.462779999812483,61.1718289997043,0.3121946964410328,1433,0,0,498,0.9905873493975904,0
2.37914,9,1,0,954,27.664023999932397,35.62037899973802,4.877620999650389,63.347256000270136,0.31450488145048816,1434,0,0,558,0.9919354838709677,0
2.41421,9,0,0,0,0.0,35.024631999931444,4.643969999960973,35.05890399992495,0.3142857142857143,1435,0,0,558,0.9929435483870968,0
2.44971,9,0,0,0,0.0,35.45896300011009,4.654627000036271,35.492803000124695,0.31406685236768805,1436,0,0,558,0.9939516129032258,0
