t_s,batch,n_prefill,prefilling,prefill_tokens,prefill_ms,decode_ms,gather_ms,iteration_ms,padding_waste,context_max,waiting,preempted,kv_blocks_used,kv_slot_utilization,wasted_decode_tokens
0.0288,0,1,1,256,28.742402000716538,0.0,0.0,28.791677000299387,0.0,0,0,0,39,0.41025641025641024,0
0.05928,0,0,1,256,30.43727700060117,0.0,0.0,30.46933200039348,0.0,0,0,0,39,0.8205128205128205,0
0.14308,1,1,1,256,57.37084300017159,26.375020000159566,1.5983369994501118,83.79399299974466,0.0,609,0,0,88,0.5461647727272727,0
0.19893,1,0,1,256,29.88101499977347,25.917242000105034,0.81833199965331,55.83993100026419,0.0,610,0,0,88,0.7286931818181818,0
0.25671,1,1,2,256,32.5646430001143,25.15496300020459,0.7631600001332117,57.77572599981795,0.0,611,0,0,183,0.4381830601092896,0
0.34938,2,0,1,256,58.48104100005003,34.14600599990081,2.2732230008841725,92.66124199984915,0.10413971539456668,773,0,0,183,0.5262978142076503,0
0.41088,2,0,1,256,30.085888999565213,31.36747100052162,1.0537019998082542,61.484399000619305,0.10400516795865633,774,0,0,183,0.6144125683060109,0
0.47173,2,1,2,256,30.581044999962614,30.198385000403505,1.0520229998292052,60.84370200005651,0.1038709677419355,775,0,0,251,0.5122011952191236,0
0.5331,2,0,2,256,30.369848999725946,30.95701700021891,1.0640230002536555,61.36021299971617,0.10373711340206182,776,0,0,251,0.5764442231075697,0
0.59467,2,0,2,256,30.64809699935722,30.88794199993572,1.079194999874744,61.57048400018539,0.10360360360360366,777,0,0,251,0.640687250996016,0
0.66301,2,0,2,256,33.7390630002119,34.560993000013696,1.0781430000861292,68.33524800003943,0.10347043701799485,778,0,0,251,0.7049302788844621,0
0.75445,3,0,1,256,58.60422900059348,32.786099999611906,2.329531000214047,91.42756999972335,0.35807377954495245,1509,0,0,251,0.7694223107569721,0
0.81668,3,1,2,256,29.83991800010699,32.31428199978836,1.8198000007032533,62.20713400034583,0.35783664459161146,1510,0,0,327,0.6400993883792049,0
0.88082,3,0,2,256,31.37277499990887,32.724835999943025,1.8690920005610678,64.13337699996191,0.35759982351643504,1511,0,0,327,0.6896024464831805,0
0.94327,3,0,2,256,31.227262999891536,31.174980000287178,1.8100759998560534,62.43660799918871,0.35736331569664903,1512,0,0,327,0.739105504587156,0
1.0326,4,0,1,256,56.73815899990586,32.55389099922468,2.6839869997274945,89.32705299957888,0.34038334434897555,1513,0,0,327,0.7887996941896025,0
1.09453,4,1,2,256,29.86731700002565,31.99509499972919,2.3085310003807535,61.92382900007942,0.3401585204755614,1514,0,0,371,0.7390498652291105,0
1.15856,4,1,3,256,30.203860999790777,33.752166999875044,2.303121999830182,64.02056699971581,0.33993399339933994,1515,0,0,459,0.6327614379084967,0
1.22119,4,1,4,256,30.272171000433445,32.28914400006033,2.2953939997023554,62.618545000077575,0.3397097625329816,1516,0,0,545,0.5627293577981651,0
1.28468,4,0,4,256,30.595702000027813,32.85284899993712,2.3195819994725753,63.48583300041355,0.3394858272907053,1517,0,0,545,0.592545871559633,0
1.3747,5,1,4,256,56.8485129997498,33.10896099992533,3.2027289998950437,90.01278699997783,0.3117259552042161,1518,0,0,581,0.5839070567986231,0
1.43752,5,1,5,256,30.194007999853056,32.549859000027936,2.895119000640989,62.80261800020526,0.311520737327189,1519,0,0,661,0.5379160363086233,0
1.5267,6,0,4,256,55.53911200058792,33.59560299941222,3.6147979999441304,89.17648599981476,0.3519736842105263,1520,0,0,662,0.5618391238670695,0
1.59068,6,0,4,256,30.099221000455145,33.838409000054526,3.6339059997771983,63.97494900011225,0.35174227481919784,1521,0,0,662,0.5865747734138973,0
1.65659,6,0,4,256,32.635931999720924,33.22334899985435,3.3931100006157067,65.90271599998232,0.3515111695137977,1522,0,0,663,0.6103883861236803,0
