t_s,batch,n_prefill,padding_waste,wasted_decode_tokens
0.5001228009969054,1,1,0.0,0
1.5920168529992225,3,3,0.2259414225941423,94
4.490843315998063,3,3,0.27375201288244766,91
7.689430042999447,2,2,0.11842105263157898,39
14.025545803997375,1,1,0.0,0
17.31198368100013,2,2,0.10982658959537572,30
19.582342595997034,2,2,0.3379446640316206,94
22.900481179000053,2,2,0.05179282868525892,63
25.72296537699731,3,3,0.06635071090047395,32
28.102611240999977,4,4,0.17152466367713004,70
30.300965729999007,2,2,0.18674698795180722,58
33.112310775999504,3,3,0.2592592592592593,99
35.72753965799711,3,3,0.06716417910447758,132
38.72622389099706,3,3,0.40174672489082974,38
40.744631087000016,2,2,0.045454545454545414,11
43.38995602399882,2,2,0.15873015873015872,4
45.023000057997706,1,1,0.0,0
46.81898767199891,1,1,0.0,0
49.47862424199775,4,4,0.2148648648648649,123
52.58970371399846,4,4,0.353515625,84
55.48225753099905,2,2,0.058080808080808066,8
58.673893601997406,3,3,0.04112554112554112,176
61.87220964500011,5,5,0.28470588235294114,196
65.13231806299882,5,5,0.25781990521327014,219
68.19897456000035,1,1,0.0,0
