t_s,batch,n_prefill,padding_waste,wasted_decode_tokens
0.5001297019998674,2,2,0.15546218487394958,4
1.4848454379998657,2,2,0.1318407960199005,54
3.987965395999936,1,1,0.0,0
5.813679571999955,5,5,0.36680161943319833,164
8.776784814999928,3,3,0.2865013774104683,51
11.396642692999876,2,2,0.19248826291079812,27
13.643898120999893,1,1,0.0,0
15.803341428000067,1,1,0.0,0
18.43699135099996,5,5,0.25760000000000005,171
21.57178394199991,1,1,0.0,0
23.317254262000006,2,2,0.13194444444444442,42
25.831948753000006,3,3,0.30000000000000004,126
29.035688431999915,5,5,0.21440000000000003,165
32.15318355599993,2,2,0.09644670050761417,24
33.70297474699987,2,2,0.13453815261044177,69
36.41389882899989,1,1,0.0,0
37.867694451000034,1,1,0.0,0
38.83763266400001,1,1,0.0,0
41.20924394899998,3,3,0.3128654970760234,26
43.41644455799997,3,3,0.051169590643274865,54
46.03133401199989,6,6,0.3891184573002755,240
49.24296820099994,1,1,0.0,0
50.03195394499994,2,2,0.03548387096774197,19
52.681954212999926,2,2,0.0847457627118644,12
54.53421729699994,3,3,0.3305203938115331,37
57.46206581699994,4,4,0.15209790209790208,124
