t_s,batch,n_prefill,padding_waste,wasted_decode_tokens
0.5001753389999521,1,1,0.0,0
1.5950256920000356,4,4,0.3169456066945606,115
4.556614920999891,2,2,0.1473429951690821,59
7.750902933999896,2,2,0.11842105263157898,39
14.025507930000003,1,1,0.0,0
17.31195017899995,2,2,0.10982658959537572,30
19.582353081999827,2,2,0.3379446640316206,94
22.940009710999902,2,2,0.05179282868525892,63
25.791964171000018,3,3,0.06635071090047395,32
28.153963400999828,4,4,0.17152466367713004,70
30.399010922999878,2,2,0.18674698795180722,58
33.19494126599989,3,3,0.2592592592592593,99
35.82898343800002,3,3,0.06716417910447758,132
38.773294882999835,4,4,0.4421397379912664,70
40.797961173999965,1,1,0.0,0
43.38995811599989,2,2,0.15873015873015872,4
45.03405864899992,1,1,0.0,0
46.845478990999936,1,1,0.0,0
49.59613829,4,4,0.2148648648648649,123
52.75972323799988,4,4,0.353515625,84
55.69389879899995,2,2,0.058080808080808066,8
58.67386837000004,3,3,0.04112554112554112,176
61.95758032200001,5,5,0.28470588235294114,196
65.24101711799995,5,5,0.25781990521327014,219
68.35153045799984,1,1,0.0,0
