rid,prompt_tokens,output_tokens,arrival_s,queue_ms,ttft_ms,e2e_ms,tpot_ms,itl_p50_ms,itl_p99_ms,itl_max_ms,preemptions
0,154,52,0.0,0.028437000310077565,26.978468999914185,2096.7400290001024,40.58356000000369,31.302828000207228,61.37997649989302,61.457011999664246,0
1,240,81,0.0193,33.01998149221297,58.0699484922993,3302.583221492238,40.55641591249923,31.351275999895734,61.4262667800449,61.457011999664246,0
2,215,37,0.3552,16.757842954217004,41.0552899544252,1618.7899799543682,43.82596361110953,31.58080000002883,61.40308714982439,61.457011999664246,0
3,132,124,0.3781,49.94905639818725,78.26343739793273,5175.3887383981655,41.44004309756287,33.67869100020471,64.8987354999008,65.6802290000087,0
4,90,113,0.3854,42.74367195387513,71.05330995375752,4804.188425953843,42.26013496428647,33.80907399991884,65.00451974993666,65.6802290000087,0
5,67,88,0.4978,21.75963010030052,46.01794710050405,3913.470212100388,44.453474310343495,33.81049900008293,65.19009349997759,65.6802290000087,0
6,100,116,0.529,47.94807248455646,75.7505544845265,4862.402808484346,41.6230630782593,33.77738900007898,64.97566949992688,65.6802290000087,0
7,141,69,0.5635,13.48909443308588,41.28671843304477,2872.1685444328127,41.63061508823188,31.548736499871666,61.43093693998708,61.457011999664246,0
8,121,56,0.5653,11.63536631035944,39.429628310402535,2278.9899853102484,40.71927921817901,31.444749000002048,61.43599627992444,61.457011999664246,0
9,249,35,0.6131,25.141167190182667,50.072986190085714,1452.8736331903622,41.25884255883166,31.41914549996727,61.33983856987015,61.457011999664246,0
10,204,89,0.6782,15.848909293437297,43.96330429353967,3869.5752592936524,43.47286312500128,33.72355800001969,65.18439424997723,65.6802290000087,0
11,248,70,0.6926,1.4412348340580028,29.550679834212666,2920.096747834034,41.89197199999741,31.52887099986401,61.49935247980466,61.58932600010303,0
12,109,66,0.7974,17.542395551842116,44.579191552017065,2756.8762925518936,41.72764770769041,31.552129999909084,61.50464503982221,61.58932600010303,0
13,224,73,0.8105,4.508537446090921,31.540655446170128,3107.194917445886,42.717420305551606,31.71923950026212,62.610409620065205,65.11030399997253,0
14,209,119,0.8596,14.846266506319816,42.46699250621533,4825.672825506226,40.535642652542464,33.50690449974536,64.9468192499171,65.6802290000087,0
15,170,109,0.8676,6.803905390689424,34.419441390446835,4490.836001390427,41.26311629629611,33.73077400010516,65.0429867499497,65.6802290000087,0
16,150,46,0.9253,9.69400903240425,34.67802503282114,1793.3650540325234,39.081933977771165,31.089717000213568,61.30078075993879,61.457011999664246,0
17,173,80,0.9542,37.2389938571962,62.035501857432116,3491.153597857343,43.40655817721406,32.191299999794865,65.23568749998049,65.6802290000087,0
