t_s,batch,n_prefill,padding_waste,wasted_decode_tokens
1.0423000048831454e-05,1,1,0.0,0
0.7219482049999897,1,1,0.0,0
1.5249098659999163,1,1,0.0,0
2.424044757000047,1,1,0.0,0
4.475115424000023,1,1,0.0,0
6.289325964,1,1,0.0,0
7.65415532499992,1,1,0.0,0
8.832545542999924,1,1,0.0,0
11.156477344999985,1,1,0.0,0
12.525874970999894,1,1,0.0,0
14.580570253999895,1,1,0.0,0
16.566529941,1,1,0.0,0
18.672251034000055,1,1,0.0,0
19.82408617200008,1,1,0.0,0
21.04080703999989,1,1,0.0,0
22.82850200200005,1,1,0.0,0
24.994751023999925,1,1,0.0,0
27.653741181999976,1,1,0.0,0
28.82088520299999,1,1,0.0,0
30.362987256999986,1,1,0.0,0
32.23410865899996,1,1,0.0,0
34.736655833999976,1,1,0.0,0
36.52424569699997,1,1,0.0,0
38.23782518400003,1,1,0.0,0
39.33992452999996,1,1,0.0,0
41.32397613299986,1,1,0.0,0
42.58119433999991,1,1,0.0,0
43.76696376399991,1,1,0.0,0
46.33998068000005,1,1,0.0,0
48.573887382000066,1,1,0.0,0
49.54226252400008,1,1,0.0,0
51.88660251600004,1,1,0.0,0
52.83016321299988,1,1,0.0,0
55.35899842799995,1,1,0.0,0
56.57803057000001,1,1,0.0,0
57.28244388100006,1,1,0.0,0
57.962679681000054,1,1,0.0,0
60.152184444999875,1,1,0.0,0
61.59829999999988,1,1,0.0,0
62.5687667709999,1,1,0.0,0
64.94909889199994,1,1,0.0,0
66.52068262900002,1,1,0.0,0
67.95278681199989,1,1,0.0,0
69.74116746100003,1,1,0.0,0
71.85991921000004,1,1,0.0,0
73.74339244499993,1,1,0.0,0
74.90265656099996,1,1,0.0,0
76.75692202100004,1,1,0.0,0
79.31319925999992,1,1,0.0,0
80.12553885199986,1,1,0.0,0
81.32338476299992,1,1,0.0,0
82.73042691399996,1,1,0.0,0
85.0845756199999,1,1,0.0,0
85.81330409399993,1,1,0.0,0
87.537340223,1,1,0.0,0
89.67436356400003,1,1,0.0,0
90.92447970900002,1,1,0.0,0
92.41562135100003,1,1,0.0,0
94.80302170300001,1,1,0.0,0
96.75122475400008,1,1,0.0,0
98.79215595999995,1,1,0.0,0
99.54281573200001,1,1,0.0,0
101.9786390459999,1,1,0.0,0
104.689013638,1,1,0.0,0
