policy,arrival_rate_rps,n_requests,throughput_out_tok_s,throughput_req_s,goodput_req_s,ttft_ms_p50,ttft_ms_p99,tpot_ms_p50,tpot_ms_p99,e2e_ms_p50,e2e_ms_p99,queue_ms_p50,queue_ms_p99,itl_p99_ms_p50,itl_p99_ms_p99,mean_batch,max_batch_seen,mean_padding_waste,wasted_decode_tokens,preemptions,slowdown_median,slowdown_max,energy_j,energy_j_per_out_token,avg_power_w,active_energy_j_per_out_token,rep,seed,kv_blocks_peak,kv_blocks_total,gather_ms_total,gather_share_of_decode,slo
serialized,1.0,64.0,46.29430401369015,0.5875348443526812,0.03983657322213556,18265.868704506836,43297.76982732263,21.350563330972818,21.88132606556002,19612.84325072618,44994.699422187,18241.458980173556,43273.44156655593,22.13624854163034,25.335770390556718,1.0,1.0,0.0,0.0,0.0,12.061728813528163,49.30221189079816,8778.790666666666,1.7388960398106075,80.49085187504413,0.3381877750902724,1.0,1.0,,,,,TTFT<=2000ms & TPOT<=100ms
static,1.0,64.0,74.68197478121525,0.9480579587897342,0.7479969327316667,1134.8782303237222,3075.9300319154668,26.49934792417425,27.004918076745156,3245.6646359172078,6065.885791590452,1105.8066808237288,3046.7811841356943,27.720825564971392,30.10130986521686,2.5271794871794873,6.0,0.15107929645069373,1535.3333333333333,0.0,1.8865182322194796,4.6283946476839875,5358.055333333334,1.061170152213496,78.94215467752711,0.1891118897372479,1.0,1.0,,,,,TTFT<=2000ms & TPOT<=100ms
continuous,1.0,64.0,76.82699099458641,0.9751968587267612,0.9751968587267612,34.69871953855064,63.308221652838135,29.691677714455853,31.047111459418527,2223.6995405440907,3735.4370285081463,10.723044999841226,38.49323431719605,53.42271758662262,55.949607327014604,2.466709170794253,6.333333333333333,0.1391850823376289,0.0,0.0,1.3680939419222886,1.4403447158952905,5122.849666666666,1.0147113985863654,77.65730154216565,0.1670896004357928,1.0,1.0,93.0,137078.0,1429.9165233336832,0.025532561895966213,TTFT<=2000ms & TPOT<=100ms
serialized,4.0,64.0,46.148420576104115,0.5854560546991039,0.02429841008296495,43904.60781156566,90811.85480180557,21.625588986736474,22.282281183348648,45480.52160006563,92449.68529582904,43880.25080789887,90787.67229246226,22.503828410043145,23.8356923428402,1.0,1.0,0.0,0.0,0.0,28.0122402612911,105.69199474488495,8820.391333333333,1.7477278018532092,80.63890594619609,0.34251648773295534,1.0,1.0,,,,,TTFT<=2000ms & TPOT<=100ms
static,4.0,64.0,177.94615165493713,2.255996590556789,0.4111515401123071,4361.813471580844,9940.594345496047,26.58213848017711,27.22545043713998,6389.315707083129,12794.021710757845,4322.452328414076,9911.449286495941,27.669308565010244,30.65791953477725,7.111111111111111,8.0,0.30534919654132725,2451.6666666666665,0.0,3.783183365508977,13.200020746158216,2600.958666666667,0.5156287323773956,91.67065486907093,0.15084709357893675,1.0,1.0,,,,,TTFT<=2000ms & TPOT<=100ms
continuous,4.0,64.0,265.181467628559,3.364717135674008,3.364717135674008,40.549384752597724,70.57787698966534,32.94623064614833,35.43407215521347,2531.311930636226,4180.29758605947,15.988862975149493,45.31211866154508,56.817201100048656,59.63028705164215,8.503206100286237,15.333333333333334,0.2840296565564043,0.0,0.0,1.5191635302572821,1.6464996449699518,1690.9033333333334,0.33495591819347403,88.60162501173151,0.08971025284872991,1.0,1.0,209.0,137078.0,805.4775720008062,0.04609427481082565,TTFT<=2000ms & TPOT<=100ms
serialized,16.0,64.0,45.96914840147297,0.5831581573465295,0.02125232867417462,50795.630384099815,102952.96659901743,21.621457757492752,22.627258755226602,52368.567294266504,104642.7972502073,50771.43407209986,102928.2179037674,22.924943573278444,25.80791563654596,1.0,1.0,0.0,0.0,0.0,31.944115228438353,119.96433252669301,8882.251333333334,1.7600439368868503,80.89655466390708,0.3494139501951694,1.0,1.0,,,,,TTFT<=2000ms & TPOT<=100ms
static,16.0,64.0,188.11618513757003,2.38916125257888,0.2760294612473397,9512.39632003044,20050.829661815496,26.953397818773528,27.677993476813068,11425.038409370469,22640.759206463204,9473.780871863877,20015.27507981554,28.367218723357535,30.16562936746101,7.703703703703703,8.0,0.3175592151101762,2510.0,0.0,7.000291692318828,25.072546404136332,2465.952333333333,0.4881755610746268,91.70280237485225,0.1428796311527513,1.0,1.0,,,,,TTFT<=2000ms & TPOT<=100ms
continuous,16.0,64.0,649.7186599675198,8.242968900716901,8.242968900716901,48.084848843475555,86.63167822611871,40.76980372552573,48.05846996156515,3136.4290080568985,4966.62796024211,22.013722412369145,60.08769550122663,65.73114011327714,65.99912790032032,24.06019778281683,52.0,0.2965533434120611,0.0,0.0,1.8824339817021132,2.230681373165529,1048.865,0.20783384365625568,134.83428169230964,0.10788770178604701,1.0,1.0,650.0,137078.0,635.0002353343976,0.09746031069732279,TTFT<=2000ms & TPOT<=100ms
