real_batch,graph_batch,kind,itl_steady_p50_ms,useful_decode_tok_s,wasted_rows_pct,energy_j_per_useful_token
17,17,exact,24.77660600004583,670.704114278275,0.0,0.5740335477941176
17,24,bucket,29.494018000036704,567.4889416099176,29.166666666666668,0.7336907169117647
17,17,exact,24.81557049998173,670.9117203768135,0.0,0.5892794117647059
17,32,bucket,34.96055699997669,479.40585769633736,46.875,0.8864246323529411
