context,hf_step_ms,paged_gather_ms,paged_step_ms_incl_gather,gather_share
512,31.07776599790668,0.6749309977749363,31.730054997751722,0.021271031450237305
2048,31.345791998319328,1.4428760005102959,32.95343299760134,0.04378530153794058
4096,31.428425001649885,2.688157997909002,34.13109699613415,0.07875978900453964
8192,32.08054399874527,5.251360998954624,37.38985599920852,0.14044881582496027
