t_s,batch,n_prefill,prefill_tokens,prefill_ms,decode_ms,gather_ms,iteration_ms,padding_waste,context_max,waiting,preempted,kv_blocks_used,kv_slot_utilization,wasted_decode_tokens
0.06988,1,1,235,36.69533200081787,33.13278100176831,0.6112390001362655,69.8653520012158,0.0,235,0,0,15,0.9833333333333333,0
0.10245,1,0,0,0.0,32.54951099734171,0.6157479983812664,32.56979700017837,0.0,236,0,0,15,0.9875,0
0.1354,1,0,0,0.0,32.918834000156494,0.54754000302637,32.941579000180354,0.0,237,0,0,15,0.9916666666666667,0
0.1683,1,0,0,0.0,32.876650999241974,0.5682230003003497,32.897994002269115,0.0,238,0,0,15,0.9958333333333333,0
0.20119,1,0,0,0.0,32.85954799866886,0.5824289983138442,32.88130600049044,0.0,239,0,0,15,1.0,0
0.23417,1,0,0,0.0,32.95276000062586,0.5784599998150952,32.976204998703906,0.0,240,0,0,16,0.94140625,0
0.26684,1,0,0,0.0,32.64953400139348,0.5688410019502044,32.67033800148056,0.0,241,0,0,16,0.9453125,0
0.2995,1,0,0,0.0,32.63260400126455,0.599630999204237,32.65370500230347,0.0,242,0,0,16,0.94921875,0
0.33199,1,0,0,0.0,32.462798000779,0.5584620012086816,32.48288000031607,0.0,243,0,0,16,0.953125,0
0.36488,1,0,0,0.0,32.8634189972945,0.5739609987358563,32.88359699945431,0.0,244,0,0,16,0.95703125,0
0.39743,1,0,0,0.0,32.523871999728726,0.5945080010860693,32.54561699941405,0.0,245,0,0,16,0.9609375,0
0.4301,1,0,0,0.0,32.64861600109725,0.5425759991339874,32.6712719979696,0.0,246,0,0,16,0.96484375,0
0.46278,1,0,0,0.0,32.654923998052254,0.5831600028614048,32.67493699968327,0.0,247,0,0,16,0.96875,0
0.49548,1,0,0,0.0,32.67066700209398,0.5750349992013071,32.69347899913555,0.0,248,0,0,16,0.97265625,0
0.5283,1,0,0,0.0,32.80096499656793,0.5832099996041507,32.82324899919331,0.0,249,0,0,16,0.9765625,0
0.56126,1,0,0,0.0,32.93319899967173,0.5754030025855172,32.95394800079521,0.0,250,0,0,16,0.98046875,0
0.59392,1,0,0,0.0,32.634278999466915,0.573471999814501,32.655544997396646,0.0,251,0,0,16,0.984375,0
0.6274,1,0,0,0.0,33.453239000664325,0.5935499975748826,33.47683500032872,0.0,252,0,0,16,0.98828125,0
0.66056,1,0,0,0.0,33.13285399781307,0.5919879986322485,33.154141001432436,0.0,253,0,0,16,0.9921875,0
0.69542,1,0,0,0.0,34.83167199738091,0.5838300021423493,34.854180998081574,0.0,254,0,0,16,0.99609375,0
0.7295,1,0,0,0.0,34.05106100035482,0.5877339972357731,34.07366200190154,0.0,255,0,0,16,1.0,0
0.76254,1,0,0,0.0,33.01283099790453,0.5872660003660712,33.0371029995149,0.0,256,0,0,17,0.9448529411764706,0
0.7951,1,0,0,0.0,32.53080200011027,0.5826609994983301,32.552471002418315,0.0,257,0,0,17,0.9485294117647058,0
0.82791,1,0,0,0.0,32.78857999976026,0.5764279994764365,32.81168699686532,0.0,258,0,0,17,0.9522058823529411,0
0.86069,1,0,0,0.0,32.75243399912142,0.6183440018503461,32.77247799996985,0.0,259,0,0,17,0.9558823529411765,0
0.89315,1,0,0,0.0,32.43131099952734,0.5631000021821819,32.45359300126438,0.0,260,0,0,17,0.9595588235294118,0
0.92595,1,0,0,0.0,32.777185002487386,0.5803889980597887,32.801017001474975,0.0,261,0,0,17,0.9632352941176471,0
0.95872,1,0,0,0.0,32.74442700057989,0.6108070010668598,32.76481599823455,0.0,262,0,0,17,0.9669117647058824,0
0.99154,1,0,0,0.0,32.7966139993805,0.5826550004712772,32.81895799955237,0.0,263,0,0,17,0.9705882352941176,0
1.02444,1,0,0,0.0,32.86386999752722,0.5839539990120102,32.88678799799527,0.0,264,0,0,17,0.9742647058823529,0
1.09539,2,1,201,33.33613300128491,37.56935499768588,0.6723320002492983,70.94574900111184,0.12075471698113205,265,0,0,30,0.975,0
1.17969,4,2,354,46.50181899705785,37.749093000456924,0.8718600001884624,84.3003759982821,0.22744360902255634,266,0,0,53,0.9740566037735849,0
1.21727,4,0,0,0.0,37.543962000199826,0.8639489969937131,37.57130799931474,0.22659176029962547,267,0,0,54,0.9606481481481481,0
