t_s,batch,n_prefill,padding_waste,wasted_decode_tokens
1.034600063576363e-05,1,1,0.0,0
1.5436840319998737,1,1,0.0,0
4.906904616000247,1,1,0.0,0
6.744788775999041,1,1,0.0,0
8.817481516998669,1,1,0.0,0
11.554858441999386,1,1,0.0,0
15.233338628000638,1,1,0.0,0
17.126514281997515,1,1,0.0,0
20.532464143998368,1,1,0.0,0
22.80490899399956,1,1,0.0,0
25.49373136199938,1,1,0.0,0
26.639492242000415,1,1,0.0,0
28.672370205000334,1,1,0.0,0
32.458107710997865,1,1,0.0,0
33.44371937200049,1,1,0.0,0
36.66901568300091,1,1,0.0,0
38.01074026800052,1,1,0.0,0
40.12850724300006,1,1,0.0,0
42.4220340819993,1,1,0.0,0
45.08668628799933,1,1,0.0,0
46.361502800999006,1,1,0.0,0
48.91019876000064,1,1,0.0,0
50.893416774997604,1,1,0.0,0
53.19319880900002,1,1,0.0,0
54.63267195899971,1,1,0.0,0
57.80366310499812,1,1,0.0,0
59.73313739600053,1,1,0.0,0
62.71034550499826,1,1,0.0,0
63.75633382399974,1,1,0.0,0
67.1196387179989,1,1,0.0,0
68.71134766699834,1,1,0.0,0
69.88747849699939,1,1,0.0,0
72.20743031299935,1,1,0.0,0
74.02656722599932,1,1,0.0,0
75.66786777900052,1,1,0.0,0
77.01164006899853,1,1,0.0,0
78.68914396499895,1,1,0.0,0
80.55307888300013,1,1,0.0,0
82.30421582499912,1,1,0.0,0
84.84148783899946,1,1,0.0,0
88.71939963399927,1,1,0.0,0
92.40641625599892,1,1,0.0,0
94.58677416799765,1,1,0.0,0
96.55584471899783,1,1,0.0,0
99.58773037799983,1,1,0.0,0
101.44777978400089,1,1,0.0,0
104.48765464999815,1,1,0.0,0
107.09043686099903,1,1,0.0,0
110.40355307599748,1,1,0.0,0
113.75793386299847,1,1,0.0,0
116.86075875099777,1,1,0.0,0
117.88385343799746,1,1,0.0,0
118.97015653600101,1,1,0.0,0
122.67745579799885,1,1,0.0,0
126.39535978999993,1,1,0.0,0
129.8834246789993,1,1,0.0,0
131.04913747200044,1,1,0.0,0
134.2996982429977,1,1,0.0,0
135.37077383799988,1,1,0.0,0
136.38104668199958,1,1,0.0,0
139.6984206519992,1,1,0.0,0
141.636566915,1,1,0.0,0
145.14148248399943,1,1,0.0,0
146.39962854899932,1,1,0.0,0
