t_s,batch,n_prefill,padding_waste,wasted_decode_tokens
0.5001546819985379,1,1,0.0,0
2.045128478999686,6,6,0.298465829846583,218
6.303594852997776,2,2,0.11842105263157898,39
10.089365225998336,5,5,0.41422924901185776,280
14.468409135999536,8,8,0.20368525896414347,280
18.26212838399806,8,8,0.3207831325301205,302
22.19174089399894,8,8,0.4143013100436681,161
24.984426728999097,7,7,0.2630494505494505,265
29.471440795998205,8,8,0.3798828125,278
33.89019250099955,8,8,0.292156862745098,357
38.29744634599774,3,3,0.38888888888888884,131
