prompt_len,out_len,batch,avg_power_w,decode_bytes_per_step_mb,decode_est_gbps,decode_gpu_util_pct,decode_pct_peak_bw,decode_sm_clock_mhz,decode_tok_s,e2e_ms,energy_j_per_out_token,itl_p50_ms,itl_p95_ms,itl_p99_ms,kv_share_of_step_bytes,output_tokens_total,peak_mem_gb,prefill_ms,prefill_tflops,prefill_tok_s,prompt_tokens_total,tpot_ms,ttft_ms
512,64,1,62.00799160125709,2212.352,64.69883712514962,19.0,4.160696921231487,1095.0,29.244368493417696,2209.847099000399,2.145578125,33.50259799935884,36.964367600648984,39.46799083969382,0.005539458458690083,64.0,2.257912832,55.58618499981094,20.264919156078644,9210.921742547027,512.0,34.194617682549016,55.58618499981094
512,64,8,68.3689089563324,2298.138624,63.453707172214386,25.4,4.080624255447871,1095.0,220.8873094409622,2362.763731999621,0.316072265625,35.93235199969058,37.913418099924456,38.92670551942501,0.0426614195401992,512.0,2.582008832,81.0572759992283,111.17566252551832,50532.169376614576,4096.0,36.21756279365703,81.0572759992283
