model,prompt_len,out_len,batch,rep,status,prompt_tokens_total,output_tokens_total,ttft_ms,prefill_ms,prefill_tok_s,itl_p50_ms,itl_p95_ms,itl_p99_ms,tpot_ms,decode_tok_s,e2e_ms,prefill_tflops,decode_bytes_per_step_mb,kv_share_of_step_bytes,decode_est_gbps,decode_pct_peak_bw,energy_j_per_out_token,avg_power_w,decode_gpu_util_pct,decode_sm_clock_mhz,peak_mem_gb
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,128,1,0,ok,512,128,38.17588799938676,38.17588799938676,13411.606823873344,20.83257800040883,21.57955369875708,22.320597238358456,20.9145840078601,47.81352570169126,2694.3280569976196,29.50683282689049,2213.072896,0.005863398364985395,105.81481779261232,6.804811433608509,1.4336640625,67.98540422367866,24.6,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,128,1,1,ok,512,128,25.25859399975161,25.25859399975161,20270.32858618476,20.83113699700334,21.85290419838566,22.318615301483078,20.90266214171012,47.84079622109734,2679.896685996937,44.59668440876311,2213.072896,0.005863398364985395,105.87516943996974,6.8086925684868005,1.4454609375,68.93884857413467,26.0,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,128,1,2,ok,512,128,26.34019800098031,26.34019800098031,19437.970814833843,20.693851001851726,21.206584600076894,21.407475941523444,20.666977748028224,48.3863684469011,2651.0463720005646,42.765416766194264,2213.072896,0.005863398364985395,107.08256054570646,6.886338298759258,1.39325,67.14019144992054,26.3,1095.0,2.257912832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,128,8,0,ok,4096,1024,68.83945300069172,68.83945300069172,59500.76331894796,22.251802998653147,23.263598700941653,27.57364355980826,22.455967007872673,356.2527499793413,2920.7472630005213,130.90743707155036,2303.905792,0.04505784236511001,102.59659676166653,6.5978518817791985,0.202044921875,70.73363572154658,28.6,1095.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,128,8,1,ok,4096,1024,68.3115900028497,68.3115900028497,59960.54256428712,22.46148400081438,23.182350901333848,24.70876137864251,22.513324236211975,355.3451243389571,2927.5037680017704,131.91899590321452,2303.905792,0.04505784236511001,102.33521126543542,6.581042525108388,0.24486328125,85.5100267765519,26.4,1298.0,2.582008832
TinyLlama/TinyLlama-1.1B-Chat-v1.0,512,128,8,2,ok,4096,1024,68.28542800212745,68.28542800212745,59983.51507546219,22.68000900221523,24.041240799488147,26.041093999519937,22.858575629921745,349.97806204197803,2971.324533002189,131.96953765080366,2303.905792,0.04505784236511001,100.78956052643107,6.481643763757625,0.243658203125,83.79524834558316,25.7,1291.0,2.582008832
