prompt_len,out_len,batch,avg_power_w,decode_bytes_per_step_mb,decode_est_gbps,decode_gpu_util_pct,decode_pct_peak_bw,decode_sm_clock_mhz,decode_tok_s,e2e_ms,energy_j_per_out_token,itl_p50_ms,itl_p95_ms,itl_p99_ms,kv_share_of_step_bytes,output_tokens_total,peak_mem_gb,prefill_ms,prefill_tflops,prefill_tok_s,prompt_tokens_total,tpot_ms,ttft_ms
512,128,1,67.98540422367866,2213.072896,105.87516943996974,26.0,6.8086925684868005,1095.0,47.84079622109734,2679.896685996937,1.4336640625,20.83113699700334,21.57955369875708,22.318615301483078,0.005863398364985395,128.0,2.257912832,26.34019800098031,42.765416766194264,19437.970814833843,512.0,20.90266214171012,26.34019800098031
512,128,8,83.79524834558316,2303.905792,102.33521126543542,26.4,6.581042525108388,1291.0,355.3451243389571,2927.5037680017704,0.243658203125,22.46148400081438,23.263598700941653,26.041093999519937,0.04505784236511001,1024.0,2.582008832,68.3115900028497,131.91899590321452,59960.54256428712,4096.0,22.513324236211975,68.3115900028497
